Orden de Venta,Creacion Orden de Venta,Codigo Cliente,Articulo,Cantidad,Unidad de venta,Segmento Cliente
ABC073495,2022-06-02,054FD593,IVP15060,1200,KG,Automotriz
ABC073495,2022-06-02,054FD593,IVP15062,300,KG,Automotriz
ABC073496,2022-06-02,C7045DDB,IVP07169,108,KG,Aceros
ABC073497,2022-06-02,BA62A6B7,IVP07436,300,KG,Distribuidor
ABC073498,2022-06-02,6B97EFF1,IVP11519,85,L,Metal Mecanica
ABC073499,2022-06-02,245D910E,IVP15125,60,KG,Polimeros
ABC073500,2022-06-02,EC541C06,IVP08051,3,PZA,Alimentos y farmaceutica
ABC073500,2022-06-02,EC541C06,IVP08051,3,PZA,Alimentos y farmaceutica
ABC073500,2022-06-02,EC541C06,IVP08051,3,PZA,Alimentos y farmaceutica
ABC073501,2022-06-02,C491BBFE,IVP10002,3,PZA,Alimentos y farmaceutica
ABC073501,2022-06-02,C491BBFE,IVP07139,378,KG,Alimentos y farmaceutica
ABC073501,2022-06-02,C491BBFE,IVP07148,189,KG,Alimentos y farmaceutica
ABC073502,2022-06-02,EC541C06,IVP07489,3,KG,Alimentos y farmaceutica
ABC073500,2022-06-02,EC541C06,IVP08051,3,PZA,Alimentos y farmaceutica
ABC073502,2022-06-02,EC541C06,IVP07489,3,KG,Alimentos y farmaceutica
ABC073502,2022-06-02,EC541C06,IVP07489,3,KG,Alimentos y farmaceutica
ABC073503,2022-06-02,7F00B89D,IVP11479,28,L,Metal Mecanica
ABC073502,2022-06-02,EC541C06,IVP07489,3,KG,Alimentos y farmaceutica
ABC073539,2022-06-03,FF3860F6,IVP11576,30,L,Alimentos y farmaceutica
ABC073539,2022-06-03,FF3860F6,IVP11576,30,L,Alimentos y farmaceutica
ABC073539,2022-06-03,FF3860F6,IVP11576,30,L,Alimentos y farmaceutica
ABC073539,2022-06-03,FF3860F6,IVP11576,30,L,Alimentos y farmaceutica
ABC073540,2022-06-03,C7045DDB,IVP07306,27,KG,Aceros
ABC073541,2022-06-03,90E8453B,IVP07133,1350,KG,Distribuidor
ABC073543,2022-06-03,C6EB19BB,IVP11381,3,L,Ferrocarriles
ABC073542,2022-06-03,7C543F43,IVP07292,24,KG,Distribuidor
ABC073544,2022-06-03,5C8A288C,IVP07085,36,PZA,Metal Mecanica
ABC073545,2022-06-03,490E1567,IVP07096,9,KG,Metal Mecanica
ABC073546,2022-06-03,490E1567,IVP07114,6,KG,Metal Mecanica
ABC073538,2022-06-03,C7045DDB,IVP07426,27,KG,Aceros
ABC073536,2022-06-03,66E81584,IVP07244,1,KG,Alimentos y farmaceutica
ABC073535,2022-06-03,4D8CDE44,IVP99004,54,KG,Distribuidor
ABC073535,2022-06-03,4D8CDE44,IVP11262,28,L,Distribuidor
ABC073526,2022-06-03,6319F064,IVP04018,18,PZA,Metal Mecanica
ABC073527,2022-06-03,A8FAB560,IVP07165,54,KG,Distribuidor
ABC073527,2022-06-03,A8FAB560,IVP11159,28,L,Distribuidor
ABC073527,2022-06-03,A8FAB560,IVP04014,18,PZA,Distribuidor
ABC073529,2022-06-03,1DA3AE5E,IVP07387,270,KG,Aceros
ABC073530,2022-06-03,ADAAE913,IVP07557,270,KG,Aceros
ABC073528,2022-06-03,F1E68838,IVP11588,1800,L,Minas
ABC073531,2022-06-03,51CD51AF,IVP07169,1080,KG,Aceros
ABC073531,2022-06-03,51CD51AF,IVP07452,1620,KG,Aceros
ABC073532,2022-06-03,0095D67D,IVP11066,300,L,Metal Mecanica
ABC073532,2022-06-03,0095D67D,IVP11229,28,L,Metal Mecanica
ABC073533,2022-06-03,875B06ED,IVP09009,1080,KG,Metal Mecanica
ABC073534,2022-06-03,B678967B,IVP11144,28,L,Genericos
ABC073531,2022-06-03,51CD51AF,IVP07169,675,KG,Aceros
ABC073572,2022-06-06,15A3EA0A,IVP01020,1,PZA,Genericos
ABC073573,2022-06-06,044600D2,IVP11280,85,L,Distribuidor
ABC073573,2022-06-06,044600D2,IVP11082,57,L,Distribuidor
ABC073573,2022-06-06,044600D2,IVP11082,57,L,Distribuidor
ABC073571,2022-06-06,8C34C4C6,IVP07463,54,KG,Aceros
ABC073569,2022-06-06,DBB33E7E,IVP10032,300,KG,Metal Mecanica
ABC073571,2022-06-06,8C34C4C6,IVP07463,54,KG,Aceros
ABC073571,2022-06-06,8C34C4C6,IVP07463,54,KG,Aceros
ABC073570,2022-06-06,A8FAB560,IVP11262,57,L,Distribuidor
ABC073570,2022-06-06,A8FAB560,IVP11347,85,L,Distribuidor
ABC073573,2022-06-06,044600D2,IVP11280,85,L,Distribuidor
ABC073571,2022-06-06,8C34C4C6,IVP07463,54,KG,Aceros
ABC073573,2022-06-06,044600D2,IVP11419,28,L,Distribuidor
ABC073577,2022-06-06,A86E0E92,IVP15082,28,KG,Automotriz
ABC073574,2022-06-06,CE3AB1F3,IVP11085,57,L,Quimica y Petroquimica
ABC073575,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073576,2022-06-06,EDD2371F,IVP09028,270,KG,Metal Mecanica
ABC073576,2022-06-06,EDD2371F,IVP09031,600,KG,Metal Mecanica
ABC073576,2022-06-06,EDD2371F,IVP09009,1890,KG,Metal Mecanica
ABC073569,2022-06-06,DBB33E7E,IVP11479,600,L,Metal Mecanica
ABC073580,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073580,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073580,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073580,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073581,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073581,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073581,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073573,2022-06-06,044600D2,IVP11419,28,L,Distribuidor
ABC073568,2022-06-06,8C34C4C6,IVP11515,1200,L,Aceros
ABC073549,2022-06-06,5E88DBFE,IVP15107,120,KG,Automotriz
ABC073567,2022-06-06,8E75D781,IVP04039,36,PZA,Genericos
ABC073548,2022-06-06,51617E14,IVP11503,22,L,Alimentos y farmaceutica
ABC073550,2022-06-06,51617E14,IVP11503,22,L,Alimentos y farmaceutica
ABC073551,2022-06-06,51617E14,IVP11503,22,L,Alimentos y farmaceutica
ABC073552,2022-06-06,51617E14,IVP11503,22,L,Alimentos y farmaceutica
ABC073553,2022-06-06,9D9A62E2,IVP10025,300,KG,Metal Mecanica
ABC073554,2022-06-06,5C8A288C,IVP11047,57,L,Metal Mecanica
ABC073555,2022-06-06,D4C576EB,IVP08026,270,KG,Subsidiarias
ABC073555,2022-06-06,D4C576EB,IVP15129,600,L,Subsidiarias
ABC073555,2022-06-06,D4C576EB,IVP07082,54,KG,Subsidiarias
ABC073555,2022-06-06,D4C576EB,IVP07082,54,PZA,Subsidiarias
ABC073555,2022-06-06,D4C576EB,IVP09008,108,PZA,Subsidiarias
ABC073556,2022-06-06,4D8CDE44,IVP11080,312,L,Distribuidor
ABC073556,2022-06-06,4D8CDE44,IVP11080,312,L,Distribuidor
ABC073567,2022-06-06,8E75D781,IVP04039,36,PZA,Genericos
ABC073556,2022-06-06,4D8CDE44,IVP11080,300,L,Distribuidor
ABC073557,2022-06-06,77773FF1,IVP07076,1,KG,Aceros
ABC073558,2022-06-06,B6E4AC9F,IVP07405,54,KG,Automotriz
ABC073559,2022-06-06,15A3EA0A,IVP04039,3,PZA,Genericos
ABC073561,2022-06-06,12558C43,IVP07229,1080,KG,Aceros
ABC073562,2022-06-06,5693D56B,IVP08031,9,KG,Aceros
ABC073563,2022-06-06,93AB2D93,IVP07170,27,KG,Distribuidor
ABC073563,2022-06-06,93AB2D93,IVP04009,72,PZA,Distribuidor
ABC073564,2022-06-06,CB59CB54,IVP11159,427,L,Alimentos y farmaceutica
ABC073565,2022-06-06,8E75D781,IVP04039,36,PZA,Genericos
ABC073566,2022-06-06,0E1647D5,IVP11055,1200,L,Minas
ABC073567,2022-06-06,8E75D781,IVP04039,36,PZA,Genericos
ABC073567,2022-06-06,8E75D781,IVP04039,36,PZA,Genericos
ABC073556,2022-06-06,4D8CDE44,IVP11080,300,L,Distribuidor
ABC073582,2022-06-06,10127DE1,IVP11083,57,L,Cemento
ABC073581,2022-06-06,DA89EB02,IVP11055,300,L,Aceros
ABC073585,2022-06-07,F2852A0D,IVP11068,600,L,Aceros
ABC073599,2022-06-07,5693D56B,IVP07159,270,KG,Aceros
ABC073600,2022-06-07,6F5DD5E8,IVP04039,144,PZA,Genericos
ABC073601,2022-06-07,A760F354,IVP04040,37,PZA,Genericos
ABC073602,2022-06-07,75E08B98,IVP07165,27,KG,Distribuidor
ABC073603,2022-06-07,68F46D1A,IVP07304,1620,KG,Aceros
ABC073604,2022-06-07,838DC710,IVP07205,108,KG,Ferrocarriles
ABC073606,2022-06-07,875B06ED,IVP09028,1080,KG,Metal Mecanica
ABC073607,2022-06-07,DA89EB02,IVP11055,600,L,Aceros
ABC073608,2022-06-07,DA89EB02,IVP11055,900,L,Aceros
ABC073609,2022-06-07,51617E14,IVP11159,6,L,Alimentos y farmaceutica
ABC073610,2022-06-07,3A3667B8,IVP11220,57,L,Metal Mecanica
ABC073611,2022-06-07,60E506F5,IVP07387,270,KG,Cemento
ABC073612,2022-06-07,60E506F5,IVP07411,54,KG,Cemento
ABC073612,2022-06-07,60E506F5,IVP07077,27,KG,Cemento
ABC073585,2022-06-07,F2852A0D,IVP11065,1200,L,Aceros
ABC073585,2022-06-07,F2852A0D,IVP11068,600,L,Aceros
ABC073585,2022-06-07,F2852A0D,IVP07341,1350,KG,Aceros
ABC073598,2022-06-07,531D4906,IVP15513,85,L,Polimeros
ABC073597,2022-06-07,DD2BF499,IVP08003,6,KG,Metal Mecanica
ABC073605,2022-06-07,C7045DDB,IVP07445,540,KG,Aceros
ABC073585,2022-06-07,F2852A0D,IVP11065,1200,L,Aceros
ABC073585,2022-06-07,F2852A0D,IVP07341,1350,KG,Aceros
ABC073596,2022-06-07,D0210858,IVP07243,270,KG,Aceros
ABC073585,2022-06-07,F2852A0D,IVP08003,180,KG,Aceros
ABC073587,2022-06-07,07AF3E4A,IVP15232,150,L,Minas
ABC073588,2022-06-07,DB26C066,IVP07338,270,KG,Aceros
ABC073588,2022-06-07,DB26C066,IVP07222,27,KG,Aceros
ABC073589,2022-06-07,DB26C066,IVP04001,18,PZA,Aceros
ABC073590,2022-06-07,A2342DF3,IVP04001,18,PZA,Aceros
ABC073591,2022-06-07,E0EA2123,IVP07361,27,KG,Aceros
ABC073585,2022-06-07,F2852A0D,IVP08003,180,KG,Aceros
ABC073593,2022-06-07,4F082266,IVP07417,27,KG,Aceros
ABC073594,2022-06-07,9F546608,IVP07131,27,KG,Quimica y Petroquimica
ABC073595,2022-06-07,2F7E15C6,IVP07398,540,KG,Aceros
ABC073583,2022-06-07,F323F434,IVP11162,1200,L,Distribuidor
ABC073584,2022-06-07,93AB2D93,IVP07170,27,KG,Distribuidor
ABC073584,2022-06-07,93AB2D93,IVP07181,54,KG,Distribuidor
ABC073584,2022-06-07,93AB2D93,IVP07215,27,KG,Distribuidor
ABC073592,2022-06-07,E0EA2123,IVP07142,540,KG,Aceros
ABC073622,2022-06-08,9E79B253,IVP07165,18,PZA,Distribuidor
ABC073622,2022-06-08,9E79B253,IVP04009,36,PZA,Distribuidor
ABC073623,2022-06-08,A760F354,IVP04039,1,PZA,Genericos
ABC073624,2022-06-08,84248F60,IVP14057,1,L,Automotriz
ABC073625,2022-06-08,054FD593,IVP15060,600,KG,Automotriz
ABC073626,2022-06-08,A760F354,IVP11694,1,PZA,Genericos
ABC073626,2022-06-08,A760F354,IVP04039,3,PZA,Genericos
ABC073630,2022-06-08,12558C43,IVP08034,30,KG,Aceros
ABC073628,2022-06-08,AAC34CAA,IVP15034,600,KG,Polimeros
ABC073629,2022-06-08,207B824A,IVP11083,57,L,Cemento
ABC073631,2022-06-08,CB733DCF,IVP07219,270,KG,Distribuidor
ABC073632,2022-06-08,A9B0DE5F,IVP07412,27,KG,Alimentos y farmaceutica
ABC073635,2022-06-08,24886010,IVP07258,27,KG,
ABC073637,2022-06-08,A760F354,IVP04039,18,PZA,Genericos
ABC073621,2022-06-08,490E1567,IVP07048,432,KG,Metal Mecanica
ABC073627,2022-06-08,56D31EA9,IVP11695,57,L,Carton y Papel
ABC073620,2022-06-08,12558C43,IVP08007,90,KG,Aceros
ABC073634,2022-06-08,27926DD7,IVP15023,300,KG,Metal Mecanica
ABC073618,2022-06-08,0E1647D5,IVP11055,900,L,Minas
ABC073619,2022-06-08,613685E0,IVP07463,6,KG,Aceros
ABC073615,2022-06-08,82D9B2C9,IVP07306,18,KG,Distribuidor
ABC073614,2022-06-08,EC5A61DE,IVP14005,15,KG,Automotriz
ABC073615,2022-06-08,82D9B2C9,IVP07428,18,KG,Distribuidor
ABC073613,2022-06-08,D4DF7975,IVP10009,30,KG,Metal Mecanica
ABC073615,2022-06-08,82D9B2C9,IVP07207,18,KG,Distribuidor
ABC073615,2022-06-08,82D9B2C9,IVP07169,18,KG,Distribuidor
ABC073615,2022-06-08,82D9B2C9,IVP07309,18,KG,Distribuidor
ABC073615,2022-06-08,82D9B2C9,IVP08031,18,KG,Distribuidor
ABC073615,2022-06-08,82D9B2C9,IVP08003,18,KG,Distribuidor
ABC073615,2022-06-08,82D9B2C9,IVP11528,18,L,Distribuidor
ABC073616,2022-06-08,1C110892,IVP07306,1620,KG,Aceros
ABC073615,2022-06-08,82D9B2C9,IVP07294,18,KG,Distribuidor
ABC073651,2022-06-09,7748AF42,IVP14004,1,KG,Automotriz
ABC073652,2022-06-09,640B722A,IVP07225,108,KG,Polimeros
ABC073653,2022-06-09,68F46D1A,IVP11375,936,L,Aceros
ABC073653,2022-06-09,68F46D1A,IVP11102,936,L,Aceros
ABC073654,2022-06-09,CAAE79A2,IVP11595,300,L,Aceros
ABC073658,2022-06-09,5FCC9886,IVP11123,900,L,Alimentos y farmaceutica
ABC073656,2022-06-09,86CE7EC3,IVP08007,22,KG,Aceros
ABC073658,2022-06-09,5FCC9886,IVP11123,900,L,Alimentos y farmaceutica
ABC073650,2022-06-09,F6F39D95,IVP07553,4,KG,Subsidiarias
ABC073655,2022-06-09,EEB6432C,IVP04009,36,PZA,Ingenios
ABC073649,2022-06-09,4D8CDE44,IVP11380,313,L,Distribuidor
ABC073657,2022-06-09,86CE7EC3,IVP07445,540,KG,Aceros
ABC073649,2022-06-09,4D8CDE44,IVP07446,216,KG,Distribuidor
ABC073638,2022-06-09,9450D4F7,IVP07112,108,KG,Intercompanias
ABC073639,2022-06-09,AE0CBF21,IVP04009,36,PZA,Alimentos y farmaceutica
ABC073640,2022-06-09,78E7AA1B,IVP07322,81,KG,Distribuidor
ABC073640,2022-06-09,78E7AA1B,IVP07387,135,KG,Distribuidor
ABC073640,2022-06-09,78E7AA1B,IVP07085,27,KG,Distribuidor
ABC073640,2022-06-09,78E7AA1B,IVP07387,18,PZA,Distribuidor
ABC073640,2022-06-09,78E7AA1B,IVP07147,54,KG,Distribuidor
ABC073642,2022-06-09,39348C20,IVP11576,60,L,Alimentos y farmaceutica
ABC073643,2022-06-09,E472D2F6,IVP04020,9,PZA,Alimentos y farmaceutica
ABC073644,2022-06-09,D4C576EB,IVP11519,28,L,Subsidiarias
ABC073645,2022-06-09,B9B74BCE,IVP11032,624,L,Distribuidor
ABC073646,2022-06-09,A760F354,IVP11694,4,PZA,Genericos
ABC073647,2022-06-09,DB26C066,IVP09007,1,L,Aceros
ABC073648,2022-06-09,15A3EA0A,IVP11694,1,PZA,Genericos
ABC073641,2022-06-09,12558C43,IVP07410,810,KG,Aceros
ABC073690,2022-06-10,EB2EE452,IVP10002,18,PZA,Aceros
ABC073693,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073692,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073691,2022-06-10,EB2EE452,IVP07169,189,KG,Aceros
ABC073691,2022-06-10,EB2EE452,IVP10002,18,PZA,Aceros
ABC073683,2022-06-10,68F46D1A,IVP07207,1620,KG,Aceros
ABC073689,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073683,2022-06-10,68F46D1A,IVP07264,2160,KG,Aceros
ABC073687,2022-06-10,EB2EE452,IVP10002,18,PZA,Aceros
ABC073686,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073685,2022-06-10,A319D1B7,IVP07085,1350,KG,Aceros
ABC073684,2022-06-10,A319D1B7,IVP07407,81,KG,Aceros
ABC073684,2022-06-10,A319D1B7,IVP11050,300,L,Aceros
ABC073684,2022-06-10,A319D1B7,IVP07378,27,KG,Aceros
ABC073694,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073688,2022-06-10,875B06ED,IVP09009,2160,KG,Metal Mecanica
ABC073695,2022-06-10,97E22634,IVP07165,54,KG,Genericos
ABC073704,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073697,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073715,2022-06-10,E099D90D,IVP08056,150,KG,Metal Mecanica
ABC073714,2022-06-10,D0B40618,IVP15196,540,L,Metal Mecanica
ABC073713,2022-06-10,74A1EBD4,IVP07157,270,KG,Aceros
ABC073712,2022-06-10,74A1EBD4,IVP07157,270,KG,Aceros
ABC073711,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073709,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073708,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073696,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073707,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073705,2022-06-10,5E88DBFE,IVP15107,90,KG,Automotriz
ABC073703,2022-06-10,E0EA2123,IVP07306,270,KG,Aceros
ABC073702,2022-06-10,A2342DF3,IVP04001,72,PZA,Aceros
ABC073701,2022-06-10,DB26C066,IVP07222,81,KG,Aceros
ABC073700,2022-06-10,EB2EE452,IVP07169,162,KG,Aceros
ABC073699,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073698,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073706,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073683,2022-06-10,68F46D1A,IVP07094,5940,KG,Aceros
ABC073659,2022-06-10,51CD51AF,IVP08026,18,KG,Aceros
ABC073681,2022-06-10,B678967B,IVP15125,1,KG,Genericos
ABC073671,2022-06-10,8E948DF7,IVP07165,27,KG,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP04009,36,PZA,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP04009,36,PZA,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP04009,36,PZA,Distribuidor
ABC073670,2022-06-10,B9B74BCE,IVP07322,135,KG,Distribuidor
ABC073670,2022-06-10,B9B74BCE,IVP07331,1350,KG,Distribuidor
ABC073669,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073667,2022-06-10,D3F3041A,IVP07105,135,KG,Minas
ABC073666,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073665,2022-06-10,F76252D2,IVP15513,45,PZA,Polimeros
ABC073682,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073663,2022-06-10,B678967B,IVP11430,1,L,Genericos
ABC073663,2022-06-10,B678967B,IVP11519,7,L,Genericos
ABC073663,2022-06-10,B678967B,IVP11046,1,L,Genericos
ABC073662,2022-06-10,B678967B,IVP15082,15,KG,Genericos
ABC073661,2022-06-10,F6F39D95,IVP08051,54,KG,Subsidiarias
ABC073660,2022-06-10,7F00B89D,IVP11661,15,L,Metal Mecanica
ABC073671,2022-06-10,8E948DF7,IVP07165,27,KG,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP07165,27,KG,Distribuidor
ABC073664,2022-06-10,044600D2,IVP11253,256,L,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP07244,54,KG,Distribuidor
ABC073680,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073671,2022-06-10,8E948DF7,IVP07244,54,KG,Distribuidor
ABC073678,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073677,2022-06-10,D0B40618,IVP15087,126,PZA,Metal Mecanica
ABC073676,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073675,2022-06-10,8E948DF7,IVP11060,228,L,Distribuidor
ABC073675,2022-06-10,8E948DF7,IVP07165,27,KG,Distribuidor
ABC073674,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073679,2022-06-10,B678967B,IVP15042,1,KG,Genericos
ABC073672,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073671,2022-06-10,8E948DF7,IVP11060,427,L,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP11060,427,L,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP11060,427,L,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP11055,142,L,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP11055,142,L,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP07244,54,KG,Distribuidor
ABC073671,2022-06-10,8E948DF7,IVP11055,142,L,Distribuidor
ABC073673,2022-06-10,A760F354,IVP04039,1,PZA,Genericos
ABC073717,2022-06-11,CB59CB54,IVP11159,285,L,Alimentos y farmaceutica
ABC073717,2022-06-11,CB59CB54,IVP11159,285,L,Alimentos y farmaceutica
ABC073717,2022-06-11,CB59CB54,IVP11159,427,L,Alimentos y farmaceutica
ABC073716,2022-06-11,EBAE5B87,IVP07294,189,KG,Minas
ABC073717,2022-06-11,CB59CB54,IVP11159,427,L,Alimentos y farmaceutica
ABC073729,2022-06-13,12558C43,IVP11080,624,L,Aceros
ABC073729,2022-06-13,12558C43,IVP07309,54,KG,Aceros
ABC073728,2022-06-13,A760F354,IVP04039,3,PZA,Genericos
ABC073727,2022-06-13,15A3EA0A,IVP04039,3,PZA,Genericos
ABC073726,2022-06-13,86CE7EC3,IVP07429,27,KG,Aceros
ABC073725,2022-06-13,473B25D0,IVP11694,1,PZA,Genericos
ABC073724,2022-06-13,473B25D0,IVP04039,3,PZA,Genericos
ABC073723,2022-06-13,5693D56B,IVP07428,27,KG,Aceros
ABC073718,2022-06-13,2C005B51,IVP11162,142,L,Distribuidor
ABC073722,2022-06-13,51523D00,IVP04039,180,PZA,Genericos
ABC073721,2022-06-13,74A1EBD4,IVP07060,27,KG,Aceros
ABC073720,2022-06-13,5693D56B,IVP11063,300,L,Aceros
ABC073719,2022-06-13,5693D56B,IVP11136,300,L,Aceros
ABC073718,2022-06-13,2C005B51,IVP07274,18,PZA,Distribuidor
ABC073718,2022-06-13,2C005B51,IVP07165,18,PZA,Distribuidor
ABC073718,2022-06-13,2C005B51,IVP07141,27,KG,Distribuidor
ABC073718,2022-06-13,2C005B51,IVP07412,27,KG,Distribuidor
ABC073718,2022-06-13,2C005B51,IVP11159,627,L,Distribuidor
ABC073723,2022-06-13,5693D56B,IVP11136,300,L,Aceros
ABC073730,2022-06-13,A8FAB560,IVP04014,162,PZA,Distribuidor
ABC073721,2022-06-13,74A1EBD4,IVP11358,57,L,Aceros
ABC073732,2022-06-13,4D8CDE44,IVP11026,28,L,Distribuidor
ABC073731,2022-06-13,47EC6497,IVP08031,300,KG,Aceros
ABC073743,2022-06-13,ADF40CBE,IVP07306,81,KG,Aceros
ABC073742,2022-06-13,0209D777,IVP07330,270,KG,Aceros
ABC073740,2022-06-13,054FD593,IVP15168,600,KG,Automotriz
ABC073739,2022-06-13,DA89EB02,IVP04009,18,PZA,Aceros
ABC073738,2022-06-13,B9B74BCE,IVP07322,189,KG,Distribuidor
ABC073738,2022-06-13,B9B74BCE,IVP11390,142,L,Distribuidor
ABC073737,2022-06-13,B9B74BCE,IVP11028,142,L,Distribuidor
ABC073733,2022-06-13,58B5B9BD,IVP07331,135,KG,Alimentos y farmaceutica
ABC073736,2022-06-13,B9B74BCE,IVP11430,300,L,Distribuidor
ABC073735,2022-06-13,2F7C59EC,IVP11162,300,L,Distribuidor
ABC073734,2022-06-13,51617E14,IVP07477,36,PZA,Alimentos y farmaceutica
ABC073734,2022-06-13,51617E14,IVP07477,36,PZA,Alimentos y farmaceutica
ABC073734,2022-06-13,51617E14,IVP11162,300,L,Alimentos y farmaceutica
ABC073734,2022-06-13,51617E14,IVP11162,300,L,Alimentos y farmaceutica
ABC073732,2022-06-13,4D8CDE44,IVP07446,270,KG,Distribuidor
ABC073737,2022-06-13,B9B74BCE,IVP11027,285,L,Distribuidor
ABC073760,2022-06-14,A760F354,IVP04039,4,PZA,Genericos
ABC073761,2022-06-14,A760F354,IVP04039,9,PZA,Genericos
ABC073763,2022-06-14,4C2D018D,IVP07370,4050,KG,Ferrocarriles
ABC073763,2022-06-14,4C2D018D,IVP07370,4050,KG,Ferrocarriles
ABC073764,2022-06-14,4C2D018D,IVP07370,4050,KG,Ferrocarriles
ABC073765,2022-06-14,4C2D018D,IVP07370,4050,KG,Ferrocarriles
ABC073765,2022-06-14,4C2D018D,IVP07370,4050,KG,Ferrocarriles
ABC073768,2022-06-14,EDD2371F,IVP09028,540,KG,Metal Mecanica
ABC073766,2022-06-14,4C2D018D,IVP07370,4050,KG,Ferrocarriles
ABC073767,2022-06-14,50127BB0,IVP07452,27,KG,Carton y Papel
ABC073759,2022-06-14,DC076762,IVP07076,54,KG,Minas
ABC073768,2022-06-14,EDD2371F,IVP09009,540,KG,Metal Mecanica
ABC073768,2022-06-14,EDD2371F,IVP09023,300,L,Metal Mecanica
ABC073769,2022-06-14,D0B40618,IVP10009,4800,KG,Metal Mecanica
ABC073770,2022-06-14,D0B40618,IVP10009,4800,KG,Metal Mecanica
ABC073766,2022-06-14,4C2D018D,IVP07370,4050,KG,Ferrocarriles
ABC073758,2022-06-14,868EDF5E,IVP11633,3600,L,Genericos
ABC073762,2022-06-14,2F12AF28,IVP04039,6,PZA,Genericos
ABC073757,2022-06-14,D34511BD,IVP04009,120,PZA,Alimentos y farmaceutica
ABC073744,2022-06-14,562E9E74,IVP11173,600,L,Distribuidor
ABC073745,2022-06-14,4D8CDE44,IVP11080,936,L,Distribuidor
ABC073757,2022-06-14,D34511BD,IVP07244,60,PZA,Alimentos y farmaceutica
ABC073747,2022-06-14,9450D4F7,IVP11170,142,L,Intercompanias
ABC073748,2022-06-14,9450D4F7,IVP07274,81,KG,Intercompanias
ABC073749,2022-06-14,A8FAB560,IVP11262,28,L,Distribuidor
ABC073749,2022-06-14,A8FAB560,IVP11275,57,L,Distribuidor
ABC073749,2022-06-14,A8FAB560,IVP11158,28,L,Distribuidor
ABC073750,2022-06-14,8C34C4C6,IVP04022,3,PZA,Aceros
ABC073746,2022-06-14,40A32FC2,IVP07412,54,PZA,Distribuidor
ABC073752,2022-06-14,613685E0,IVP07181,270,KG,Aceros
ABC073753,2022-06-14,BA62A6B7,IVP11586,6,L,Distribuidor
ABC073754,2022-06-14,28385D26,IVP11586,600,L,Minas
ABC073755,2022-06-14,12558C43,IVP07229,540,KG,Aceros
ABC073755,2022-06-14,12558C43,IVP07410,810,KG,Aceros
ABC073756,2022-06-14,60E506F5,IVP11060,6,L,Cemento
ABC073757,2022-06-14,D34511BD,IVP07278,90,PZA,Alimentos y farmaceutica
ABC073751,2022-06-14,66382849,IVP11663,6,L,
ABC073788,2022-06-15,75E08B98,IVP11253,28,L,Distribuidor
ABC073789,2022-06-15,51CD51AF,IVP07452,2700,KG,Aceros
ABC073790,2022-06-15,ADF40CBE,IVP07306,81,KG,Aceros
ABC073790,2022-06-15,ADF40CBE,IVP07499,270,KG,Aceros
ABC073791,2022-06-15,8E948DF7,IVP07244,81,KG,Distribuidor
